crime_coef,hue,criminal_behavior
10.099342389152875,62.97367884743515,0.0
49.455815672206285,15.848373245058628,0.0
39.20091138104026,16.542825716957932,1.0
39.941106917655475,86.61964746352555,1.0
29.957060343192694,32.906168139830825,1.0
140.90062511148915,66.76908315219667,0.0
37.853856683415316,80.03750962214733,0.0
36.994424618539746,39.71030748539791,0.0
66.12649708660945,27.75866828260158,0.0
37.615200518979655,61.597633737060455,0.0
158.98378953121158,103.53080958686606,1.0
113.40307752932473,29.166510077591152,0.0
-0.21341086381844931,28.659357497614877,0.0
216.51610051330672,129.40623194875417,1.0
78.59029292725297,71.40742762883949,0.0
20.950171492109373,127.92050747753595,1.0
83.2185752127487,75.11174798808591,1.0
105.92668591983741,81.94369011294766,0.0
85.99766300029849,85.10229817430327,0.0
114.05624572740197,64.05201153688576,0.0
141.8035668133002,87.27459640542706,0.0
76.86011818835208,59.65843925025342,0.0
23.341897025940995,83.16518564922553,0.0
264.76247974480617,64.87630089586713,0.0
31.7653407505871,85.68300799539031,1.0
69.00128300732929,45.05088650638389,1.0
68.76118962027127,120.069661759042,0.0
134.6267370776848,117.92571421263621,1.0
63.39622089805403,89.47777319651803,0.0
185.7199249556216,66.99628121286622,0.0
67.75762698509669,60.14209711915424,0.0
4.592452575682071,45.080136881193056,1.0
59.840295617369016,37.356646315645676,0.0
124.73588533980057,30.83284171411623,0.0
20.83755300391768,82.15847349141747,0.0
174.07398685068475,68.81585240280766,0.0
-0.5574291610032098,119.90346343718818,0.0
33.23394381981749,70.21587229228145,0.0
29.496060703155944,103.26857593622628,0.0
23.092687837363712,86.83560519425934,0.0
66.45489123491706,8.525096371243869,0.0
24.398554171507527,56.017417230125616,0.0
2.663056566831149,153.30142120053978,1.0
21.31287725059535,17.869674462533762,0.0
31.726263647135024,59.93637404386334,0.0
170.9749001806147,182.46381787554543,0.0
63.50634695100138,143.09027686719864,0.0
70.92092002814441,109.65136704153349,1.0
34.999943511636644,59.14610162715305,0.0
10.12320570465791,51.53176803815123,0.0
26.434743195053578,73.77291407201956,0.0
102.40210002941578,45.622374939999425,0.0
39.821023637078916,113.2451535087791,0.0
17.117948574302545,51.89450484687131,0.0
74.31996520113132,97.4093421160434,0.0
160.0721106834782,27.60719283169912,0.0
-41.403424940525795,35.586498410924534,0.0
72.68383762425006,64.78107072941712,0.0
85.40728644711191,79.57848724058694,0.0
62.717961241508036,23.845118857966007,0.0
169.46208397423783,20.79538603102146,0.0
107.63548972225571,80.87776155913213,1.0
205.3758990254089,83.88847209040522,0.0
204.36104157666483,93.98678684813595,0.0
8.575116178482276,67.73773996753698,1.0
158.76377903632462,139.38071896253942,0.0
90.05957715489531,36.670953569005746,0.0
211.00511133815948,152.84117169181067,0.0
94.24967738205976,69.08126054852185,0.0
165.17697758708476,94.60939909831177,1.0
108.57771664100338,93.20716588320302,1.0
51.09040067636289,127.13825074826264,0.0
25.54235450099801,82.84452973521321,1.0
7.45081399663668,77.74335374166232,1.0
6.106100112001773,11.663193818451127,0.0
100.87682656351546,55.22897334818909,1.0
2.807776536010129,92.90173800285739,0.0
51.59658102177282,137.6636755851566,0.0
88.83872656761913,138.95208855486803,0.0
28.63519920559225,104.29934514088906,0.0
83.20906246717279,40.37017629902423,0.0
-24.604180910745626,104.06448347294841,0.0
27.018640046222778,30.4868267955799,0.0
58.6945981534392,89.87809986307136,0.0
186.28599712573575,183.33645266449793,0.0
6.431102111841421,0.7389651047291018,0.0
16.232547483166154,63.67004574066756,0.0
56.898531090709376,79.62792521822664,0.0
-23.10116927513546,31.66349486091455,1.0
27.687012308196582,28.752290155656034,0.0
140.4623924214432,59.22791509549962,0.0
251.15286816234232,15.70039101958145,1.0
19.071553032915794,89.41158564700753,0.0
86.61153061882541,35.73432201246851,0.0
47.3181180504579,81.43718461241247,1.0
5.255988676553489,34.55404335269145,0.0
109.2859183271973,99.63363887266154,0.0
83.96096509045184,62.040007639521576,0.0
67.63551236884967,78.22190534679697,0.0
128.101854247039,42.958449287518725,0.0
64.71436994959508,134.41089888632837,0.0
211.34527957372163,29.439674552128096,0.0
143.09488720806695,116.95627548771307,1.0
20.465595438632363,83.33035646342366,0.0
165.45885085591775,73.3431150512217,1.0
66.17577956900266,54.88253073658021,0.0
45.77235454234436,7.524929828290443,0.0
66.70014884969893,128.94011215537526,0.0
138.27954496014146,29.70973590768351,0.0
