heart_rate,has_criminal_relative,num_facebook_friends,age,income,crime_coef
66.99693276664708,0.0,435.0,17.453326721691006,10.64106900657371,15.077596762798546
62.273825242963106,0.0,417.0,30.562606900922546,15.581992437091902,17.71525915433354
70.47289502721307,1.0,430.0,30.83765515088593,12.025393334898046,169.45769177406723
54.79538351011308,0.0,303.0,31.684338538229277,11.83925796878679,41.404879584272116
84.99629783861573,0.0,288.0,27.30240170851414,11.081711337468343,133.99294307468307
67.32782806143675,0.0,425.0,28.484021871140406,12.325140952265581,24.137382577049465
66.81236207827232,0.0,410.0,25.4160103652994,10.439486213799125,40.48187988939342
75.96046653373399,1.0,448.0,18.450831101532728,11.257554936056957,187.11196087786598
79.07011558226186,0.0,426.0,40.016016638373884,10.57803329350466,61.136831861654144
54.70964618507719,0.0,320.0,21.678189904448647,10.413218975716271,53.739501979377785
75.76578946534069,1.0,435.0,42.849170916081334,10.374520441828462,167.53367635786617
83.16993557507183,0.0,297.0,42.91299452578632,13.438666923721485,129.80023420401363
77.01156021137079,0.0,431.0,41.89840588938296,10.90960538482055,59.179794270523175
67.35704934243874,0.0,273.0,35.68892093989889,11.731286186895522,86.33912022793369
70.35255949012965,0.0,427.0,28.920251121586723,11.53389722730233,45.611185444361816
69.94797998164869,0.0,426.0,59.88030414517471,10.279423013103157,45.264514195678366
52.27411461471202,0.0,439.0,20.6798826908556,10.851364981343036,-17.05033496525992
58.6096171743582,0.0,399.0,39.213012968789,11.012950498705237,20.451857040930527
60.33357249481236,0.0,427.0,39.9936084763034,13.082433052891862,25.390329915234943
69.68528931906998,0.0,422.0,44.59426819113869,10.931810785423497,54.527371526647016
51.00119330100978,0.0,420.0,37.355146173581616,10.408961824366399,-37.93301144297176
75.69819280323843,0.0,420.0,43.27272087935195,11.159310216568223,71.2828301215223
71.79876623215314,0.0,304.0,31.776562610651474,12.398895519336518,96.46079263832914
74.60939980052353,0.0,299.0,35.509433278496424,10.713375591701181,101.28395865561122
52.25295173804732,0.0,421.0,52.90311819299619,10.42343669250635,-24.957787890003118
68.70098294704866,0.0,410.0,36.30676542047566,11.5328852921871,37.205987385735014
66.25155656818428,0.0,431.0,19.150067227599436,11.017147501033755,50.29435477048308
91.7186656172936,1.0,438.0,43.65301531500626,12.90750965100124,225.22812686525813
81.79390413380295,1.0,418.0,27.936999899598685,11.494597560589437,204.7554072447179
34.24364731644855,1.0,423.0,37.10957426940064,11.118089444840747,62.44646963782162
54.184399085603815,0.0,420.0,45.1635379788183,11.340479600293456,-8.328066044100328
80.86924700365714,0.0,400.0,36.212954006191076,12.122299392643432,69.72622499903414
69.88348981345875,1.0,422.0,35.15527807143721,10.166396956796396,156.82697690776388
77.2695858913182,1.0,407.0,21.059872905727566,15.705924831770556,183.0926199013054
78.18000159802035,0.0,414.0,40.75321742341522,11.229683706765051,60.64001256815724
62.86154236341744,1.0,311.0,38.40550463594158,13.538415506732148,177.00987547800395
51.05965632742487,1.0,426.0,42.11188227544286,11.713000587575582,89.21886731908077
74.17230728733693,1.0,305.0,41.53550456431909,11.138150413693829,219.07869922773386
90.6369038949513,1.0,287.0,34.438885831978645,10.74919735466906,271.26594329511124
73.54719690854569,0.0,423.0,26.781079408878675,10.197421508701884,57.01462091963079
71.13125429589383,0.0,443.0,17.80622781874705,10.127368351789604,42.63266871832247
67.23079978782515,0.0,297.0,36.601806551206124,10.94113913263749,96.77081784904304
65.87007051410409,1.0,427.0,39.5692371953806,11.32154513962118,146.44818892757658
75.61622549134078,0.0,408.0,20.594558560229622,10.334510805988659,65.52892226899124
76.88973299547062,1.0,441.0,33.59753908555959,10.222451159251637,180.00840289475383
56.73484154762036,0.0,412.0,45.641166342658536,12.056141147796417,8.651782225912601
62.37384194815507,0.0,413.0,50.36184958062658,10.19471891803035,22.16656763717214
52.167080848779435,1.0,423.0,22.08843712487025,11.65513338664663,109.91833431800609
77.7133596447153,0.0,429.0,19.040112067621585,10.556903988179407,56.66953924427825
87.88447358009637,0.0,429.0,26.771357758192945,10.179536562678468,91.27557873222393
60.357522267370754,0.0,409.0,26.899638234095796,11.0688436243448,9.394808488279331
64.03908943645948,0.0,413.0,48.16384043823507,11.457733479170939,26.039116596762184
81.07773324596204,0.0,402.0,31.760200571033945,10.150576535174874,89.86026333573692
83.22231993175012,0.0,409.0,55.14062608093802,10.196707401485819,88.49475340918255
82.12115768399768,1.0,406.0,32.473032693652215,17.442620647609303,206.28889744199515
55.639293489676845,0.0,414.0,31.32428595400354,10.749118260775893,-3.0552287305678165
86.23395694530527,0.0,454.0,33.17871857310249,13.073809472158274,78.68889422574156
70.46055838888499,1.0,435.0,35.836893433817906,11.04489190362715,167.5023791790394
67.53639821784388,0.0,309.0,47.688142258150975,14.761428562353213,80.55653612299804
68.48963070749846,0.0,323.0,39.72569371761578,14.15896867516492,78.5389138065221
65.04523370563764,0.0,420.0,28.420727136540958,11.270588844348035,30.807201480600252
71.03111230965624,0.0,428.0,23.244196859439803,10.778921525794395,59.70364746280035
85.94825974562487,0.0,424.0,45.1519401556547,12.87713802887634,89.17848384446731
73.20025213985855,0.0,419.0,38.646608288093674,10.342797743460206,62.01530007644679
70.99309561175568,0.0,320.0,41.432673872447964,10.631346961090484,82.80201026948995
51.61599310480568,0.0,422.0,50.33844788047177,10.451541821289249,1.3998122707287735
60.10603571746387,0.0,429.0,20.456271126326087,12.912430922331339,17.6963296324146
85.13642116436215,0.0,246.0,24.075304713200445,10.846455073568764,158.2764402862499
72.13140701601847,1.0,431.0,43.64974196015321,10.67640500705769,149.5318213134836
69.8857801030286,1.0,281.0,25.411850032459785,10.36070104693219,218.15021498410752
70.28600888488857,0.0,425.0,15.14113917452552,11.990892692175038,34.01886681220703
72.2570528081964,0.0,420.0,17.663535007927965,11.325719227538059,49.85548666067429
71.21557973083559,0.0,429.0,49.68946101541591,13.676643132934077,35.175460317832886
69.41723132719179,0.0,409.0,38.376071552810025,11.585901607280263,52.26700729621088
90.1289574214579,0.0,431.0,23.44476491582763,10.858586669448453,99.06820098267245
65.75871263850335,0.0,435.0,28.844166820544245,10.285194910381405,34.80574297160712
75.62150056949118,1.0,400.0,34.49008347176346,10.9616508495615,176.41768393801573
70.2656311992324,0.0,310.0,16.107946338810773,11.387337888758646,87.82231385786892
58.161282969842205,0.0,417.0,38.259664519076935,10.685474377641798,4.753710775072913
86.5697767863754,1.0,412.0,53.29195834435872,10.961686150221318,206.81145519987328
80.73513316990329,0.0,421.0,35.817613420969614,10.603931760676089,85.11444936361978
76.06063870506964,0.0,416.0,36.5955593036135,12.04665470123844,68.19965370643712
72.96101350625248,0.0,423.0,29.72591808917758,11.171000976808045,51.09169331169277
70.84823044376854,0.0,295.0,38.00769070010646,16.44294412379471,88.23743447215838
72.83290265182514,1.0,305.0,33.92035688566729,11.829986908510827,219.7594445234469
64.89980342432673,1.0,415.0,34.35542868452374,10.54332274242365,156.06387427797432
84.40248834095573,0.0,431.0,28.275929418039006,10.191449854393325,89.65135875495375
52.27331787062605,1.0,259.0,26.812400939597772,10.916139511852137,167.93378885067227
78.4478074099034,0.0,441.0,41.45534998168114,10.81102118801035,49.854297044388005
71.60508391056413,0.0,410.0,18.077896553745948,10.32229207162878,45.898841699575854
73.28616407656538,0.0,404.0,28.887648137556095,10.454318791092252,53.739707754201305
77.69985424680159,0.0,420.0,22.844911140264884,11.315653443857554,56.46365791817412
73.04754325178952,0.0,444.0,21.326957168484732,11.474277821426169,26.888229424823407
