heart_rate,criminal_relative,friends,age,crime_coef
71.35286014449446,0.03288896236305289,414.0,43.03980064665113,1.0816838453183093
49.60912467231648,0.10091024010019646,423.0,30.57260644974918,10.182876557079299
52.70942600487227,0.04185636071715882,417.0,36.02408931288517,1.751954932484916
74.09236144428401,0.15662456388217885,408.0,55.54883940331783,24.531254011282723
75.06793613905724,0.1586313920120056,416.0,44.582838913658755,25.163918531666596
87.6922510335277,0.17551597289565,437.0,35.81292383217055,30.805856741506545
79.4860846611436,0.6142929807285085,431.0,38.57043998280939,377.3558661723157
66.10152454953004,0.03972604409329681,424.0,18.50611098347877,1.5781585793025623
54.020835878985935,0.1746341671650472,426.0,27.868840484245638,30.49709234142965
61.414909377628234,0.0713832775500491,436.0,43.75950369078664,5.095572313787343
73.31872549478958,0.08877082917128865,418.0,32.679519062666216,7.880260111758112
71.25896237246188,0.18216148909912155,419.0,47.760485674250994,33.18280811080938
61.944397242372226,0.4245440056327008,406.0,44.59052680348967,180.23761271865865
74.63296068774162,0.09794825410259395,421.0,19.07053074799466,9.593860481746312
65.1423266482066,0.07120319766529692,418.0,39.99893712327886,5.069895357763345
67.9392628672328,0.10498574180987665,419.0,26.77328800244763,11.022005983370082
63.888390378932996,0.21780497151686345,419.0,51.645991364295796,47.4390056174617
68.03506810163546,0.05116434185821001,405.0,33.07452250018457,2.617789877783782
73.65855459599351,0.1504328120931817,414.0,51.17721463731381,22.630030954262516
79.60062040885836,0.09172659180145964,430.0,46.5916499802978,8.413767643511603
76.34107589852198,0.18140616725175399,425.0,23.774827587872682,32.90819751697134
58.7014974906975,0.28250701108983806,446.0,54.365546458743125,79.81021131491387
75.42329886992322,0.3206330475015133,417.0,31.91475903946688,102.80555115010769
89.88857282244456,0.14445281506006727,432.0,42.316038470552165,20.866615778777998
75.25903560332188,0.09342285295734194,414.0,35.75239940396411,8.727829454689132
79.04739701795707,0.11493316704175606,415.0,44.05905419809922,13.209632886248205
69.50124483547758,0.13858296299029033,425.0,13.210720746564757,19.20523763116818
66.4263651797491,0.0431241472525415,427.0,27.88342317652944,1.8596920762588827
58.58783748492807,0.060695881790850115,410.0,47.77473945743135,3.6839900663688505
83.93803680583123,0.07879384221714238,407.0,19.463428833943695,6.208469571339927
67.44024174989198,0.23530886567303969,436.0,25.445070921970625,55.37026226433263
62.376952375170234,0.12460928676515261,426.0,33.808827206323656,15.527474348120037
78.2116246908096,0.049116316572995485,422.0,39.48733689395575,2.4124125536987107
71.40409475573222,0.05371869166689958,424.0,12.198688538082742,2.885697834403427
68.62613700527596,0.10777573347639595,416.0,31.065845503686724,11.615608726375136
71.18790849696272,0.09972244764327554,419.0,21.403832464150838,9.94456656396583
70.76801790813255,0.19678926757282678,406.0,45.72407970817535,38.72601583184961
91.99090224349845,0.11809739165338501,428.0,23.758544277252476,13.946993915333008
52.79331137992267,0.31624355879997973,409.0,23.833690437302693,100.00998848247622
84.1255462019021,0.06297468055424878,411.0,42.699942113840365,3.9658103909096787
76.85297720802293,0.0619691897061011,428.0,29.081209008622352,3.840180472830747
62.50732323821243,0.20404624996124818,451.0,35.31298803791311,41.63487212324817
65.63471177278174,0.019833752184463024,432.0,33.13025646823856,0.39337772571469176
78.10390994377705,0.03501400714829605,428.0,12.332245666261244,1.225980696580927
53.973666782058345,0.19494688732605725,410.0,25.18121538862096,38.00428887811846
70.97266460477928,0.24708537312990314,423.0,16.443281319273233,61.05118161474347
80.13980929518036,0.34897417745482856,434.0,34.25724663518949,121.78297653027415
81.26991269938988,0.14847354258914883,440.0,55.12006604203731,22.04439284897179
68.1282774352992,0.34036718679687517,423.0,33.92186716427017,115.8498218480189
66.38822094404188,0.03070033302085098,409.0,38.88875025586036,0.9425104475911529
58.625606286239545,0.011384857510751713,450.0,26.406769744006787,0.12961498054011972
70.75557480910757,0.31373486499632525,407.0,26.978342438049147,98.42956551426242
72.11227550249754,0.33921532642440816,433.0,34.30665550260019,115.0670376812178
78.41114581167493,0.10969177446549579,414.0,31.753738080505947,12.032285385389192
