heart_rate,has_criminal_relative,num_facebook_friends,age,income,crime_coef
63.525691164763515,0.0,420.0,38.72816539793075,10.309871132851482,10.099342389152875
70.8756718553597,0.0,414.0,7.168449568970328,15.18009121208982,49.455815672206285
71.48077900018848,0.0,428.0,36.510977458681666,16.347410453193987,39.20091138104026
56.3468405215375,0.0,296.0,30.69539933085616,11.170217632979169,39.941106917655475
63.2385150771929,0.0,427.0,36.1927909535246,10.595674877544099,29.957060343192694
64.54622096650766,1.0,410.0,18.018946973039462,10.54759468841863,140.90062511148915
67.37299484297304,0.0,434.0,31.006628892768344,11.941825059916935,37.853856683415316
71.04507196381367,0.0,417.0,39.521196248363864,11.705374718039975,36.994424618539746
75.85243944886298,0.0,408.0,32.39762260392474,10.401690800282626,66.12649708660945
57.23054196082323,0.0,294.0,21.52884045783111,10.807403506043311,37.615200518979655
67.54470782763102,1.0,420.0,34.912294107389556,12.972436529156358,158.98378953121158
92.8973576541839,0.0,441.0,22.76623065790121,10.332089535886649,113.40307752932473
62.43691124736773,0.0,438.0,53.77550636261496,10.09779565446533,-0.21341086381844931
88.20259695809168,1.0,428.0,40.04213190550803,10.286899678709425,216.51610051330672
80.35393095448376,0.0,420.0,37.64878263269958,11.482889519173355,78.59029292725297
63.4051957235328,0.0,420.0,46.451111393100916,10.241192921704812,20.950171492109373
71.49011102565971,0.0,322.0,55.36553311198419,10.42235274655382,83.2185752127487
86.91971830053741,0.0,414.0,21.14432825537429,11.26309563646305,105.92668591983741
66.52871478993082,0.0,284.0,18.31272137572773,10.433682079985727,85.99766300029849
95.18618982514158,0.0,419.0,52.72140805225178,10.900539152662898,114.05624572740197
87.13038176471294,0.0,282.0,38.60084178845924,10.935913431474102,141.8035668133002
80.5469096380621,0.0,418.0,28.081196850355486,11.574778443309487,76.86011818835208
50.166907145699156,0.0,314.0,28.225461639512563,11.3174782431465,23.341897025940995
85.15551937180493,1.0,299.0,37.844204496711484,10.999381744255775,264.76247974480617
66.80960573809391,0.0,430.0,44.26290363021408,14.362518866903912,31.7653407505871
70.59799800922393,0.0,384.0,43.09510004795911,13.294881932354706,69.00128300732929
81.42956435000025,0.0,438.0,35.590726183382436,12.419548067345643,68.76118962027127
83.33148799973459,0.0,299.0,29.993537082443442,13.788142540948142,134.6267370776848
63.337592042943065,0.0,319.0,31.99749401364433,14.152847011974597,63.39622089805403
80.05154867244892,1.0,426.0,57.05979565132357,10.253298390919863,185.7199249556216
74.6402430762864,0.0,406.0,53.42525852043974,12.752358398331303,67.75762698509669
60.29264607901165,0.0,421.0,37.73992807718284,11.22048895967976,4.592452575682071
62.33814362285725,0.0,308.0,20.57727425954194,10.229134795780139,59.840295617369016
52.91475294683305,1.0,416.0,48.06760839059093,13.545301160521856,124.73588533980057
63.44103164343273,0.0,409.0,35.702817863738076,10.574543618969665,20.83755300391768
67.50461772966021,1.0,407.0,43.84123364054142,10.188609215876209,174.07398685068475
58.531467943599765,0.0,423.0,29.906695321257963,11.066631399649687,-0.5574291610032098
69.20775178361134,0.0,434.0,38.201404434408595,10.56401212452463,33.23394381981749
